ID,Bay,Indiv,Farm,Distance,Lat,Lng,Date,State,Ploidy,Culture,Valve,Shell_g,Tissue_g,x,y,z,Thick,Infested
2019 Summer Tomales,Tomales Bay,25,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,off,L,31.36,NA,5.2,9.2,2.8,2.74,NA
2019 Summer Tomales,Tomales Bay,26,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,20.01,29.87,4.9,9.7,0.7,3.05,0
2019 Summer Tomales,Tomales Bay,26,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,38.07,NA,5.8,10.4,2.3,4.45,NA
2019 Summer Tomales,Tomales Bay,27,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,20.33,15.6,4.7,8,0.8,1.12,1
2019 Summer Tomales,Tomales Bay,27,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,49.35,NA,5.4,10.1,2.8,2.24,NA
2019 Summer Tomales,Tomales Bay,28,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,16.41,24.38,3.8,8,0.5,1.01,1
2019 Summer Tomales,Tomales Bay,28,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,33.67,NA,4.6,9.9,2.3,4.06,NA
2019 Summer Tomales,Tomales Bay,29,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,12.72,18.15,4.3,6.8,0.5,2.19,1
2019 Summer Tomales,Tomales Bay,29,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,33.01,NA,4.5,8.4,3,3.13,NA
2019 Summer Tomales,Tomales Bay,30,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,19.29,20.36,4.7,8.5,0.6,3.05,1
2019 Summer Tomales,Tomales Bay,30,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,35.87,NA,5.3,9.4,2.2,3.64,NA
2019 Summer Tomales,Tomales Bay,31,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,18.91,26.41,5,7.5,0.6,3.49,0
2019 Summer Tomales,Tomales Bay,31,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,37.09,NA,5.3,9.3,2.6,5.29,NA
2019 Summer Tomales,Tomales Bay,32,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,20.36,31.08,4.8,9.2,0.3,2.37,0
2019 Summer Tomales,Tomales Bay,32,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,42.66,NA,5.3,10.6,2.4,2.94,NA
2019 Summer Tomales,Tomales Bay,33,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,12.22,17.18,4.1,6.5,0.6,1.21,0
2019 Summer Tomales,Tomales Bay,33,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,20.52,NA,4.8,7.9,2,1.29,NA
2019 Summer Tomales,Tomales Bay,34,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,14.82,13.26,3.9,8.3,0.6,4.14,1
2019 Summer Tomales,Tomales Bay,34,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,27.8,NA,4.4,9.8,2.2,4.8,NA
2019 Summer Tomales,Tomales Bay,35,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,12.02,9.79,3.8,7.1,0.5,1.49,1
2019 Summer Tomales,Tomales Bay,35,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,37.95,NA,4.8,8.8,3.2,8.45,NA
2019 Summer Tomales,Tomales Bay,36,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,12.82,11.35,4,7.5,0.6,1.05,1
2019 Summer Tomales,Tomales Bay,36,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,20.62,NA,4.6,9,2.4,6.82,NA
2019 Summer Tomales,Tomales Bay,37,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,25.33,23.94,4.6,9.7,0.6,2.78,0
2019 Summer Tomales,Tomales Bay,37,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,53.26,NA,4.9,12.2,2.4,5.04,NA
2019 Summer Tomales,Tomales Bay,38,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,15.21,13.9,3.8,8,0.6,3.29,1
2019 Summer Tomales,Tomales Bay,38,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,40.9,NA,4.2,9.9,2.6,1.76,NA
2019 Summer Tomales,Tomales Bay,39,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,18.73,18.7,5.4,8.7,0.5,1.88,1
2019 Summer Tomales,Tomales Bay,39,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,35.88,NA,6.2,9.7,2.8,2.08,NA
2019 Summer Tomales,Tomales Bay,40,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,19.7,18.03,3.9,8.7,0.7,2.22,1
2019 Summer Tomales,Tomales Bay,40,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,35,NA,4,8.6,0.6,4.6,NA
2019 Summer Tomales,Tomales Bay,41,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,19.55,18.5,4.5,7.1,0.6,2.83,1
2019 Summer Tomales,Tomales Bay,41,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,34.49,NA,4.9,8.5,3.2,4.5,NA
2019 Summer Tomales,Tomales Bay,42,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,36.79,17.7,3.8,8.4,0.7,2.55,1
2019 Summer Tomales,Tomales Bay,42,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,15.77,NA,4.7,9.4,1.8,3.24,NA
2019 Summer Tomales,Tomales Bay,43,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,27.09,19.81,4.2,7.9,0.9,4.04,0
2019 Summer Tomales,Tomales Bay,43,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,59.74,NA,4.8,9.6,3,4.41,NA
2019 Summer Tomales,Tomales Bay,44,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,16.86,22.68,4.2,7.8,0.8,2.61,0
2019 Summer Tomales,Tomales Bay,44,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,42.96,NA,4.8,8.9,2.4,5.57,NA
2019 Summer Tomales,Tomales Bay,45,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,15.62,15.15,4.2,8.2,0.5,1.89,0
2019 Summer Tomales,Tomales Bay,45,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,37.74,NA,4.6,9.9,1.9,1.47,NA
2019 Summer Tomales,Tomales Bay,46,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,23.38,21.85,5.2,8.8,0.5,2.35,0
2019 Summer Tomales,Tomales Bay,46,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,43.78,NA,5.6,10.7,2.2,3.29,NA
2019 Summer Tomales,Tomales Bay,47,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,14.16,15.3,3.7,7.7,0.6,1.09,1
2019 Summer Tomales,Tomales Bay,47,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,35.77,NA,4.2,10.1,2,4.1,NA
2019 Summer Tomales,Tomales Bay,48,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,14.72,12.12,3.2,8.6,0.5,3.22,1
2019 Summer Tomales,Tomales Bay,48,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,27.39,NA,4.1,9.7,1.9,2.59,NA
2019 Summer Tomales,Tomales Bay,49,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,16.16,13.39,3.9,6.2,0.6,2.46,0
2019 Summer Tomales,Tomales Bay,49,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,44.19,NA,4.8,7.7,2.6,7.61,NA
2019 Summer Tomales,Tomales Bay,50,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,R,18.29,15.29,4.1,9.3,0.4,1.67,0
2019 Summer Tomales,Tomales Bay,50,TCA,10.5,38.1160759,-122.8558293,8/18/19,CA,diploid,on,L,38.82,NA,4.9,10.9,2.3,3.77,NA
2019 Summer Tomales,Tomales Bay,1,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,54.14,45.19,5.8,13.3,0.9,2.87,0
2019 Summer Tomales,Tomales Bay,1,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,105.74,NA,6.8,16.1,4.5,4.23,NA
2019 Summer Tomales,Tomales Bay,2,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,27.05,22.69,5,10,0.7,2.37,0
2019 Summer Tomales,Tomales Bay,2,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,65.65,NA,5.5,11.8,3,3.38,NA
2019 Summer Tomales,Tomales Bay,3,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,28.62,18.85,5.3,9.3,0.7,2.7,0
2019 Summer Tomales,Tomales Bay,3,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,59.64,NA,5.8,11.6,2.9,2.5,NA
2019 Summer Tomales,Tomales Bay,4,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,29.88,21.61,5.1,9.4,0.7,5.48,0
2019 Summer Tomales,Tomales Bay,4,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,60.41,NA,5.6,11.2,3,1.88,NA
2019 Summer Tomales,Tomales Bay,5,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,33.93,28.58,5.5,8.6,0.6,1.84,0
2019 Summer Tomales,Tomales Bay,5,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,78.39,NA,6.3,11,4.3,2.89,NA
2019 Summer Tomales,Tomales Bay,6,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,40.71,29.65,5.5,9.5,0.7,3.77,0
2019 Summer Tomales,Tomales Bay,6,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,80.83,NA,6.4,10.8,3.4,5.32,NA
2019 Summer Tomales,Tomales Bay,7,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,36.82,31.05,5.2,9.5,1,4.49,0
2019 Summer Tomales,Tomales Bay,7,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,64.1,NA,5.8,11.1,3.3,4.32,NA
2019 Summer Tomales,Tomales Bay,8,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,30.47,23.79,4.6,10.3,1.3,2.17,0
2019 Summer Tomales,Tomales Bay,8,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,57.28,NA,5.3,12.1,3.1,4.43,NA
2019 Summer Tomales,Tomales Bay,9,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,45.67,29.26,5.9,12.6,0.6,2.67,0
2019 Summer Tomales,Tomales Bay,9,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,81.82,NA,6.8,14,3.6,3.6,NA
2019 Summer Tomales,Tomales Bay,10,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,59.94,41.26,7,11.5,0.9,3.37,0
2019 Summer Tomales,Tomales Bay,10,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,98.17,NA,8,12.9,2.9,2.48,NA
2019 Summer Tomales,Tomales Bay,11,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,50.48,30.6,6,12,1.4,3.2,0
2019 Summer Tomales,Tomales Bay,11,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,68.97,NA,6.9,13.9,2.6,2.61,NA
2019 Summer Tomales,Tomales Bay,12,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,31.74,31.8,5.3,10,0.6,1.82,0
2019 Summer Tomales,Tomales Bay,12,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,67.33,NA,5.8,11.5,3,3.97,NA
2019 Summer Tomales,Tomales Bay,13,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,29.34,18.47,5,10.6,0.6,2.79,0
2019 Summer Tomales,Tomales Bay,13,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,59.65,NA,5.4,12.14,2.1,1.18,NA
2019 Summer Tomales,Tomales Bay,14,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,34.53,26.62,5.4,10.3,0.6,3.62,0
2019 Summer Tomales,Tomales Bay,14,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,76.76,NA,6.6,12.3,3.5,6.14,NA
2019 Summer Tomales,Tomales Bay,15,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,50.18,26.82,8.6,7.9,0.9,3.14,0
2019 Summer Tomales,Tomales Bay,15,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,10.52,NA,9,10,3.7,3.27,NA
2019 Summer Tomales,Tomales Bay,16,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,19.18,29.19,4.8,10.2,0.6,2.34,0
2019 Summer Tomales,Tomales Bay,16,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,40.29,NA,5.1,11.1,3.1,2.13,NA
2019 Summer Tomales,Tomales Bay,17,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,24.1,35.83,4.6,11.7,0.5,2.5,0
2019 Summer Tomales,Tomales Bay,17,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,47.28,NA,5.3,12.5,2.9,2.68,NA
2019 Summer Tomales,Tomales Bay,18,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,14.03,14.54,4.9,6.9,0.6,1.55,0
2019 Summer Tomales,Tomales Bay,18,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,26.81,NA,5.9,7.8,2.3,1.62,NA
2019 Summer Tomales,Tomales Bay,19,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,21.37,29.87,4.7,9.1,0.5,2.17,0
2019 Summer Tomales,Tomales Bay,19,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,40.02,NA,5.6,10.9,3.5,3.01,NA
2019 Summer Tomales,Tomales Bay,20,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,22.2,24.73,4.5,9.5,0.6,2.35,0
2019 Summer Tomales,Tomales Bay,20,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,47.29,NA,4.8,11.1,2.9,4.28,NA
2019 Summer Tomales,Tomales Bay,21,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,35.49,20.22,6.2,8.9,0.5,3.33,0
2019 Summer Tomales,Tomales Bay,21,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,58.54,NA,7.3,10.4,3.6,4.49,NA
2019 Summer Tomales,Tomales Bay,22,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,29.78,25.87,5.3,8.7,0.7,3.81,0
2019 Summer Tomales,Tomales Bay,22,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,47.84,NA,5.7,9.8,3,4.74,NA
2019 Summer Tomales,Tomales Bay,23,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,51.67,39.1,6.3,13.4,0.6,2.67,1
2019 Summer Tomales,Tomales Bay,23,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,94.37,NA,6.9,15.6,3.1,5.04,NA
2019 Summer Tomales,Tomales Bay,24,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,29.78,13.52,4.8,10,0.7,2.45,0
2019 Summer Tomales,Tomales Bay,24,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,57.88,NA,5.6,12,3,2.5,NA
2019 Summer Tomales,Tomales Bay,25,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,R,21.19,21.95,4.9,8.2,0.4,2.85,0
2019 Summer Tomales,Tomales Bay,25,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,on,L,46.45,NA,5.6,9.6,3.1,4.89,NA
2019 Summer Tomales,Tomales Bay,26,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,37.65,39.78,6.3,8.9,0.8,4.37,0
2019 Summer Tomales,Tomales Bay,26,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,77.59,NA,6.6,11.4,3.7,4.01,NA
2019 Summer Tomales,Tomales Bay,27,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,19.67,22.44,4.6,9.4,0.6,4.36,0
2019 Summer Tomales,Tomales Bay,27,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,32.43,NA,5.2,11,2.6,2.67,NA
2019 Summer Tomales,Tomales Bay,28,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,11.68,20.87,5,6.5,0.7,2.02,0
2019 Summer Tomales,Tomales Bay,28,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,27.14,NA,5.1,7.9,2.8,3.27,NA
2019 Summer Tomales,Tomales Bay,29,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,10.45,10.48,3.6,7,0.4,2.37,0
2019 Summer Tomales,Tomales Bay,29,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,25.47,NA,4.2,9.1,2.6,2.94,NA
2019 Summer Tomales,Tomales Bay,30,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,40.34,42.43,6.5,10.6,0.8,2.54,0
2019 Summer Tomales,Tomales Bay,30,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,67.83,NA,7.1,12.1,3.3,2.39,NA
2019 Summer Tomales,Tomales Bay,31,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,48.4,61.69,7.6,11.4,0.7,3.24,0
2019 Summer Tomales,Tomales Bay,31,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,92,NA,8.1,13.5,3.1,2.06,NA
2019 Summer Tomales,Tomales Bay,32,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,16.6,17.53,4.6,8.5,0.4,2.54,0
2019 Summer Tomales,Tomales Bay,32,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,34.78,NA,5.1,9.8,2.1,2.09,NA
2019 Summer Tomales,Tomales Bay,33,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,16.54,19.24,4,9.7,0.6,1.71,0
2019 Summer Tomales,Tomales Bay,33,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,34.73,NA,4.3,10.9,1.7,1.49,NA
2019 Summer Tomales,Tomales Bay,34,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,14.8,17.94,3.7,9,0.5,2.46,0
2019 Summer Tomales,Tomales Bay,34,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,30.07,NA,4.1,10.5,2.5,1.47,NA
2019 Summer Tomales,Tomales Bay,35,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,16.73,14.73,3.7,9.5,0.5,2.85,0
2019 Summer Tomales,Tomales Bay,35,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,29.61,NA,4,10.5,1.8,2.09,NA
2019 Summer Tomales,Tomales Bay,36,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,35.01,48.37,5.9,9.1,0.8,2.78,0
2019 Summer Tomales,Tomales Bay,36,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,82.94,NA,6.5,12,3.7,2.87,NA
2019 Summer Tomales,Tomales Bay,37,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,28.3,22.69,4.8,10.8,0.8,3.75,0
2019 Summer Tomales,Tomales Bay,37,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,50.37,NA,6.6,11.9,3,2.72,NA
2019 Summer Tomales,Tomales Bay,38,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,16.15,27.93,5,8.4,0.6,3.86,0
2019 Summer Tomales,Tomales Bay,38,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,40.44,NA,5.8,9.3,2.6,2.13,NA
2019 Summer Tomales,Tomales Bay,39,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,15.98,21.03,4.3,7.4,0.5,2.78,0
2019 Summer Tomales,Tomales Bay,39,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,39.62,NA,4.5,9.4,3,3.66,NA
2019 Summer Tomales,Tomales Bay,40,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,16.61,17.78,3.9,7.9,0.5,1.89,0
2019 Summer Tomales,Tomales Bay,40,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,33.48,NA,4.3,9.5,2.5,3.04,NA
2019 Summer Tomales,Tomales Bay,41,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,38.03,48.15,5.8,10.4,0.6,2.54,0
2019 Summer Tomales,Tomales Bay,41,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,67.76,NA,7.3,12.3,3.9,2.85,NA
2019 Summer Tomales,Tomales Bay,42,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,33.32,28.94,6,10.3,1,3.6,1
2019 Summer Tomales,Tomales Bay,42,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,67.6,NA,6.8,13.3,3.2,1.32,NA
2019 Summer Tomales,Tomales Bay,43,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,55.74,41.67,6.6,12,0.9,4.52,0
2019 Summer Tomales,Tomales Bay,43,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,122,NA,7,13.6,3.2,3.55,NA
2019 Summer Tomales,Tomales Bay,44,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,28.8,22.39,7,7.9,0.7,3.09,0
2019 Summer Tomales,Tomales Bay,44,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,51,NA,6.8,9.5,2.8,2.7,NA
2019 Summer Tomales,Tomales Bay,45,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,27.37,28.46,5.1,8.1,0.6,3.83,0
2019 Summer Tomales,Tomales Bay,45,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,57.58,NA,6,9.7,3.2,3.97,NA
2019 Summer Tomales,Tomales Bay,46,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,29.5,35.98,4.8,9.6,0.5,4.01,0
2019 Summer Tomales,Tomales Bay,46,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,52.29,NA,5.4,11.5,3,2.19,NA
2019 Summer Tomales,Tomales Bay,47,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,13.03,17.95,3.9,8.1,0.4,1.6,0
2019 Summer Tomales,Tomales Bay,47,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,30.48,NA,4.9,11,2.1,1.65,NA
2019 Summer Tomales,Tomales Bay,48,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,10.49,13.33,4.1,7.3,0.5,1.82,0
2019 Summer Tomales,Tomales Bay,48,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,25.33,NA,4.6,8.8,2.5,1.99,NA
2019 Summer Tomales,Tomales Bay,49,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,R,16.68,18.7,4.2,7.4,0.5,2.58,0
2019 Summer Tomales,Tomales Bay,49,HTCA,4,38.1621292,-122.9023295,8/12/19,CA,diploid,off,L,42.15,NA,4.4,9.9,2.7,3.33,NA
2019 Summer Humboldt,Humboldt Bay,1,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,23.43,22.84,4.7,9.8,0.4,3.08,0
2019 Summer Humboldt,Humboldt Bay,1,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,58.73,NA,5.3,11.5,2.4,5.16,NA
2019 Summer Humboldt,Humboldt Bay,2,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,27.84,24.15,5.7,10.1,0.3,1.84,0
2019 Summer Humboldt,Humboldt Bay,2,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,58.13,NA,6.7,11.5,2.4,1.33,NA
2019 Summer Humboldt,Humboldt Bay,3,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,14.93,16.79,3.8,8.9,0.3,2.41,1
2019 Summer Humboldt,Humboldt Bay,3,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,43.32,NA,4.7,10.3,2.6,1.21,NA
2019 Summer Humboldt,Humboldt Bay,4,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,25.11,20.7,5,10.5,0.3,1.56,1
2019 Summer Humboldt,Humboldt Bay,4,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,39.88,NA,5.3,11.3,2.2,1.21,NA
2019 Summer Humboldt,Humboldt Bay,5,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,26.48,30.09,5.5,10.8,0.3,1.88,0
2019 Summer Humboldt,Humboldt Bay,5,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,64.97,NA,6.1,12.1,3.1,2.52,NA
2019 Summer Humboldt,Humboldt Bay,6,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,24.13,22.18,5,10.3,0.4,2.22,1
2019 Summer Humboldt,Humboldt Bay,6,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,41.52,NA,5.4,11.5,2,2.34,NA
2019 Summer Humboldt,Humboldt Bay,7,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,23.13,23.3,5.2,9.7,0.3,1.28,1
2019 Summer Humboldt,Humboldt Bay,7,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,43.81,NA,5.8,11.1,2.2,2.13,NA
2019 Summer Humboldt,Humboldt Bay,8,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,R,15.61,21.84,5.4,7.7,0.3,2.01,0
2019 Summer Humboldt,Humboldt Bay,8,HCA,1.9,40.8010043,-124.2007529,8/12/19,CA,diploid,off,L,38.94,NA,6.2,8.6,2.9,2.18,NA
